HomeTeam,AwayTeam,FTHG,FTAG,ScoreDiff,HomeWinStreak,AwayWinStreak,TGSH,TGSA,Results,Referee,B365H,B365D,B365A,BWH,BWD,BWA
Man City,Hull,1,1,0,0,3,0,1,Draw,J Moss,1.18,8.0,19.0,1.19,6.5,13.5
QPR,Southampton,0,1,-1,0,4,0,1,Loss,R East,4.75,3.6,1.85,4.2,3.4,1.85
Swansea,Sunderland,1,1,0,0,4,0,1,Draw,P Dowd,1.91,3.5,4.6,1.9,3.4,4.0
Tottenham,Arsenal,2,1,1,1,0,0,0,Win,M Atkinson,3.25,3.5,2.3,3.1,3.2,2.3
Burnley,West Brom,2,2,0,1,0,0,0,Draw,M Dean,2.6,3.25,3.0,2.6,3.2,2.7
Newcastle,Stoke,1,1,0,1,0,0,0,Draw,K Friend,2.3,3.4,3.4,2.3,3.2,3.1
West Ham,Man United,1,1,0,1,0,0,0,Draw,M Clattenburg,4.2,3.6,1.95,3.75,3.25,2.0
Arsenal,Leicester,2,1,1,2,0,0,0,Win,M Jones,1.29,6.0,12.0,1.29,5.5,11.5
Hull,Aston Villa,2,0,2,3,0,1,0,Win,M Oliver,2.38,3.1,3.5,2.3,3.2,3.4
Liverpool,Tottenham,3,2,1,4,0,1,0,Win,P Dowd,1.91,3.8,4.2,1.91,3.75,4.0
Sunderland,QPR,0,2,-2,0,1,0,0,Loss,M Atkinson,1.91,3.6,4.5,1.91,3.5,4.25
Chelsea,Everton,1,0,1,1,0,0,0,Win,J Moss,1.33,5.5,11.0,1.33,5.0,8.25
Crystal Palace,Newcastle,1,1,0,1,0,0,0,Draw,A Marriner,2.38,3.3,3.3,2.4,3.1,3.0
Man United,Burnley,3,1,2,2,0,0,0,Win,K Friend,1.29,6.0,12.0,1.3,5.75,8.0
Southampton,West Ham,0,0,0,2,0,0,0,Draw,C Pawson,1.73,3.9,5.25,1.72,3.7,4.5
Stoke,Man City,1,4,-3,0,1,0,0,Loss,L Mason,5.75,3.8,1.7,5.0,3.6,1.7
West Brom,Swansea,2,0,2,1,0,0,0,Win,R Madley,2.55,3.25,3.1,2.55,3.2,2.75
Aston Villa,Stoke,1,2,-1,0,1,0,0,Loss,R East,2.7,3.2,2.9,2.65,3.1,2.7
Chelsea,Burnley,1,1,0,0,1,0,0,Draw,M Atkinson,1.2,7.5,17.0,1.2,6.25,12.5
Crystal Palace,Arsenal,1,2,-1,0,2,0,0,Loss,M Clattenburg,4.75,3.75,1.83,4.1,3.6,1.83
Hull,QPR,2,1,1,1,0,0,0,Win,A Taylor,2.05,3.3,4.2,2.05,3.25,3.6
Man City,Newcastle,5,0,5,2,0,0,0,Win,C Foy,1.3,6.0,11.0,1.3,5.25,9.0
Sunderland,West Brom,0,0,0,2,0,0,0,Draw,M Jones,2.7,3.2,2.9,2.7,3.0,2.75
Swansea,Man United,2,1,1,3,0,1,0,Win,N Swarbrick,4.2,3.5,2.0,3.6,3.4,2.0
Everton,Leicester,2,2,0,3,0,1,0,Draw,P Dowd,1.83,3.6,5.0,1.83,3.5,4.2
Southampton,Liverpool,0,2,-2,0,1,0,0,Loss,K Friend,2.63,3.3,2.9,2.6,3.25,2.65
Tottenham,West Ham,2,2,0,0,1,0,0,Draw,J Moss,1.8,3.8,4.75,1.83,3.6,4.0
Burnley,Swansea,0,1,-1,0,2,0,0,Loss,J Moss,2.63,3.3,2.9,2.6,3.25,2.9
Man United,Sunderland,2,0,2,1,0,0,0,Win,R East,1.36,5.25,10.0,1.36,5.0,9.25
Newcastle,Aston Villa,1,0,1,2,0,0,0,Win,L Mason,1.95,3.5,4.5,2.0,3.4,4.0
Stoke,Hull,1,0,1,3,0,1,0,Win,N Swarbrick,1.91,3.5,4.75,1.95,3.4,3.8
West Brom,Southampton,1,0,1,4,0,1,0,Win,P Dowd,3.4,3.2,2.38,3.5,3.2,2.25
West Ham,Crystal Palace,1,3,-2,0,1,0,0,Loss,M Dean,2.15,3.4,3.75,2.15,3.4,3.5
Arsenal,Everton,2,0,2,1,0,0,0,Win,A Marriner,1.57,4.5,6.0,1.57,4.2,6.0
Liverpool,Man City,2,1,1,2,0,0,0,Win,M Clattenburg,3.1,3.6,2.38,3.0,3.4,2.4
Aston Villa,West Brom,2,1,1,3,0,1,0,Win,J Moss,2.88,3.1,2.88,2.8,3.1,2.8
Hull,Sunderland,1,1,0,3,0,1,0,Draw,M Dean,2.15,3.3,3.9,2.15,3.2,3.75
Southampton,Crystal Palace,1,0,1,4,0,1,0,Win,M Atkinson,1.7,3.8,5.75,1.7,3.6,5.0
Liverpool,Burnley,2,0,2,5,0,1,0,Win,L Mason,1.36,5.25,10.0,1.36,5.0,9.25
Man City,Leicester,2,0,2,6,0,1,0,Win,R Madley,1.25,7.0,13.0,1.25,6.5,11.5
Newcastle,Man United,0,1,-1,0,1,0,0,Loss,A Taylor,4.2,3.5,2.0,4.0,3.4,2.0
QPR,Arsenal,1,2,-1,0,2,0,0,Loss,K Friend,7.0,4.33,1.53,6.0,4.33,1.55
Stoke,Everton,2,0,2,1,0,0,0,Win,M Clattenburg,2.5,3.3,3.1,2.5,3.2,2.8
Tottenham,Swansea,3,2,1,2,0,0,0,Win,M Oliver,1.75,3.8,5.25,1.75,3.5,4.75
West Ham,Chelsea,0,1,-1,0,1,0,0,Loss,A Marriner,6.25,4.0,1.62,5.75,4.1,1.62
QPR,Tottenham,1,2,-1,0,2,0,0,Loss,C Pawson,4.75,3.9,1.8,4.5,3.8,1.8
Arsenal,West Ham,3,0,3,1,0,0,0,Win,A Taylor,1.4,5.0,9.0,1.4,4.5,7.5
Burnley,Man City,1,0,1,2,0,0,0,Win,A Marriner,7.5,5.0,1.44,6.5,4.5,1.44
Crystal Palace,QPR,3,1,2,3,0,1,0,Win,L Mason,1.83,3.75,4.75,1.83,3.6,4.1
Leicester,Hull,0,0,0,3,0,1,0,Draw,J Moss,2.2,3.3,3.75,2.2,3.25,3.25
Sunderland,Aston Villa,0,4,-4,0,1,0,0,Loss,N Swarbrick,2.38,3.25,3.4,2.35,3.1,3.1
West Brom,Stoke,1,0,1,1,0,0,0,Win,M Oliver,2.38,3.25,3.4,2.35,3.0,3.2
Chelsea,Southampton,1,1,0,1,0,0,0,Draw,M Dean,1.62,4.0,6.5,1.62,3.9,6.0
Everton,Newcastle,3,0,3,2,0,0,0,Win,M Atkinson,1.83,3.75,4.75,1.83,3.5,4.2
Man United,Tottenham,3,0,3,3,0,1,0,Win,M Clattenburg,1.91,3.75,4.33,1.91,3.5,4.25
Swansea,Liverpool,0,1,-1,0,1,0,0,Loss,R East,4.0,3.6,2.0,3.9,3.5,2.0
Aston Villa,Swansea,0,1,-1,0,2,0,0,Loss,R Madley,2.5,3.25,2.8,2.5,3.0,3.0
Man City,West Brom,3,0,3,1,0,0,0,Win,N Swarbrick,1.3,5.5,8.5,1.3,5.0,10.0
Newcastle,Arsenal,1,2,-1,0,1,0,0,Loss,M Jones,6.0,3.8,1.57,5.5,3.8,1.6
Southampton,Burnley,2,0,2,1,0,0,0,Win,R East,1.4,4.5,7.5,1.45,4.2,7.0
Stoke,Crystal Palace,1,2,-1,0,1,0,0,Loss,A Marriner,2.1,3.3,3.5,2.2,3.1,3.4
Tottenham,Leicester,4,3,1,1,0,0,0,Win,M Dean,1.53,4.0,6.0,1.6,4.0,5.25
West Ham,Sunderland,1,0,1,2,0,0,0,Win,L Mason,1.8,3.5,4.5,1.85,3.4,4.25
Hull,Chelsea,2,3,-1,0,1,0,0,Loss,M Oliver,7.0,4.33,1.44,6.75,4.25,1.45
Liverpool,Man United,1,2,-1,0,2,0,0,Loss,M Atkinson,2.05,3.4,3.6,2.15,3.4,3.6
QPR,Everton,1,2,-1,0,3,0,1,Loss,J Moss,3.3,3.4,2.15,3.25,3.25,2.2
Arsenal,Liverpool,4,1,3,1,0,0,0,Win,A Taylor,1.83,3.75,4.2,1.85,3.6,4.0
Chelsea,Stoke,2,1,1,2,0,0,0,Win,J Moss,1.29,5.5,11.0,1.28,5.25,10.5
Everton,Southampton,1,0,1,3,0,1,0,Win,L Mason,2.63,3.2,2.8,2.6,3.1,2.75
Leicester,West Ham,2,1,1,4,0,1,0,Win,M Clattenburg,2.38,3.3,3.1,2.3,3.3,3.0
Man United,Aston Villa,3,1,2,5,0,1,0,Win,R East,1.3,5.5,10.0,1.3,5.0,9.5
Swansea,Hull,3,1,2,6,0,1,0,Win,A Marriner,1.91,3.5,4.2,1.91,3.3,4.1
West Brom,QPR,1,4,-3,0,1,0,0,Loss,L Probert,1.8,3.5,4.5,1.75,3.5,4.75
Burnley,Tottenham,0,0,0,0,1,0,0,Draw,M Atkinson,3.5,3.4,2.1,3.6,3.5,2.1
Sunderland,Newcastle,1,0,1,1,0,0,0,Win,M Dean,2.5,3.1,3.1,2.5,3.2,2.8
Crystal Palace,Man City,2,1,1,2,0,0,0,Win,M Oliver,5.0,4.0,1.67,5.0,4.0,1.7
Aston Villa,QPR,3,3,0,2,0,0,0,Draw,C Pawson,2.15,3.4,3.8,2.15,3.3,3.3
Burnley,Arsenal,0,1,-1,0,1,0,0,Loss,M Dean,6.5,4.33,1.57,6.25,4.1,1.57
Southampton,Hull,2,0,2,1,0,0,0,Win,K Friend,1.53,4.2,7.5,1.53,3.8,6.5
Sunderland,Crystal Palace,1,4,-3,0,1,0,0,Loss,A Taylor,2.9,3.2,2.7,2.75,3.1,2.6
Swansea,Everton,1,1,0,0,1,0,0,Draw,M Oliver,2.5,3.3,3.1,2.5,3.3,2.95
Tottenham,Aston Villa,0,1,-1,0,2,0,0,Loss,L Probert,1.62,4.2,6.0,1.62,4.1,5.5
West Brom,Leicester,2,3,-1,0,3,0,1,Loss,M Atkinson,2.3,3.4,3.4,2.2,3.25,3.2
West Ham,Stoke,1,1,0,0,3,0,1,Draw,R East,2.3,3.4,3.4,2.3,3.2,3.1
Man United,Man City,4,2,2,1,0,0,0,Win,M Clattenburg,2.63,3.4,2.88,2.7,3.4,2.7
QPR,Chelsea,0,1,-1,0,1,0,0,Loss,A Marriner,9.0,5.0,1.4,8.0,5.0,1.4
Liverpool,Newcastle,2,0,2,1,0,0,0,Win,L Mason,1.4,5.0,9.0,1.4,5.0,8.25
Chelsea,Man United,1,0,1,2,0,0,0,Win,M Dean,2.0,3.4,4.33,2.0,3.5,3.9
Crystal Palace,West Brom,0,2,-2,0,1,0,0,Loss,J Moss,1.95,3.5,4.5,1.95,3.4,3.75
Everton,Burnley,1,0,1,1,0,0,0,Win,M Jones,1.73,3.8,5.5,1.72,3.8,5.0
Leicester,Swansea,2,0,2,2,0,0,0,Win,L Probert,2.15,3.4,3.75,2.15,3.3,3.3
Stoke,Southampton,2,1,1,3,0,1,0,Win,M Clattenburg,3.5,3.25,2.3,3.0,3.3,2.3
Man City,West Ham,2,0,2,4,0,1,0,Win,A Taylor,1.25,6.5,11.0,1.28,6.0,11.0
Newcastle,Tottenham,1,3,-2,0,1,0,0,Loss,K Friend,3.3,3.5,2.3,3.3,3.3,2.3
Burnley,Leicester,0,1,-1,0,2,0,0,Loss,A Taylor,2.63,3.3,2.9,2.55,3.3,2.8
Crystal Palace,Hull,0,2,-2,0,3,0,1,Loss,M Clattenburg,2.05,3.3,4.2,2.0,3.3,4.1
Man City,Aston Villa,3,2,1,1,0,0,0,Win,M Dean,1.29,6.0,12.0,1.28,5.75,12.5
Newcastle,Swansea,2,3,-1,0,1,0,0,Loss,N Swarbrick,2.45,3.25,3.25,2.45,3.2,2.85
QPR,West Ham,0,0,0,0,1,0,0,Draw,M Jones,2.38,3.4,3.25,2.38,3.2,2.95
Southampton,Tottenham,2,2,0,0,1,0,0,Draw,J Moss,2.1,3.5,3.8,2.1,3.4,3.7
Stoke,Sunderland,1,1,0,0,1,0,0,Draw,M Atkinson,1.91,3.5,4.75,1.91,3.4,3.9
West Brom,Liverpool,0,0,0,0,1,0,0,Draw,R East,4.0,3.6,2.0,4.0,3.6,1.95
Arsenal,Chelsea,0,0,0,0,1,0,0,Draw,M Oliver,2.4,3.3,3.3,2.35,3.3,3.2
Everton,Man United,3,0,3,1,0,0,0,Win,A Marriner,3.75,3.4,2.15,3.4,3.4,2.2
Hull,Liverpool,1,0,1,2,0,0,0,Win,L Probert,4.33,3.4,2.0,4.1,3.4,2.0
Leicester,Chelsea,1,3,-2,0,1,0,0,Loss,M Clattenburg,5.75,3.8,1.7,5.25,3.8,1.7
Aston Villa,Everton,3,2,1,1,0,0,0,Win,M Clattenburg,2.75,3.3,2.8,2.65,3.25,2.6
Leicester,Newcastle,3,0,3,2,0,0,0,Win,M Dean,1.91,3.7,4.33,1.91,3.5,4.1
Liverpool,QPR,2,1,1,3,0,1,0,Win,M Atkinson,1.36,5.25,10.0,1.36,5.25,8.75
Man United,West Brom,0,1,-1,0,1,0,0,Loss,A Taylor,1.36,5.25,10.0,1.36,5.25,8.75
Sunderland,Southampton,2,1,1,1,0,0,0,Win,M Jones,4.2,3.4,2.05,3.6,3.25,2.05
Swansea,Stoke,2,0,2,2,0,0,0,Win,C Pawson,2.3,3.4,3.4,2.3,3.1,3.2
West Ham,Burnley,1,0,1,3,0,1,0,Win,J Moss,2.25,3.5,3.4,2.25,3.3,3.1
Chelsea,Crystal Palace,1,0,1,4,0,1,0,Win,K Friend,1.36,5.25,10.0,1.36,5.0,9.25
Tottenham,Man City,0,1,-1,0,1,0,0,Loss,A Marriner,3.75,3.75,2.05,3.6,3.6,2.05
Hull,Arsenal,1,3,-2,0,2,0,0,Loss,L Mason,5.5,4.0,1.7,5.25,3.8,1.7
Aston Villa,West Ham,1,0,1,1,0,0,0,Win,L Mason,1.91,3.7,4.33,1.95,3.5,3.7
Crystal Palace,Man United,1,2,-1,0,1,0,0,Loss,M Oliver,4.5,3.6,1.91,4.1,3.7,1.9
Everton,Sunderland,0,2,-2,0,2,0,0,Loss,L Probert,1.8,3.75,5.0,1.8,3.6,4.75
Hull,Burnley,0,1,-1,0,3,0,1,Loss,M Atkinson,1.95,3.5,4.5,1.95,3.4,3.75
Leicester,Southampton,2,0,2,1,0,0,0,Win,R East,2.6,3.4,2.9,2.6,3.25,2.65
Newcastle,West Brom,1,1,0,1,0,0,0,Draw,C Foy,2.55,3.3,3.0,2.55,3.3,2.9
Stoke,Tottenham,3,0,3,2,0,0,0,Win,M Clattenburg,2.9,3.4,2.6,2.7,3.25,2.55
Chelsea,Liverpool,1,1,0,2,0,0,0,Draw,A Marriner,2.1,3.5,3.8,2.1,3.3,3.8
Man City,QPR,6,0,6,3,0,1,0,Win,M Dean,1.22,7.5,13.0,1.22,7.25,11.5
Arsenal,Swansea,0,1,-1,0,1,0,0,Loss,K Friend,1.3,6.0,11.0,1.3,5.75,10.0
Burnley,Stoke,0,0,0,0,1,0,0,Draw,M Oliver,2.7,3.3,2.88,2.65,3.2,2.65
Liverpool,Crystal Palace,1,3,-2,0,2,0,0,Loss,J Moss,1.45,4.75,8.0,1.45,4.75,7.0
QPR,Newcastle,2,1,1,1,0,0,0,Win,L Probert,3.1,3.5,2.4,2.95,3.4,2.45
Southampton,Aston Villa,6,1,5,2,0,0,0,Win,R Madley,1.75,3.8,5.25,1.78,3.5,4.5
Sunderland,Leicester,0,0,0,2,0,0,0,Draw,M Atkinson,2.8,3.3,2.75,2.65,3.2,2.65
Tottenham,Hull,2,0,2,3,0,1,0,Win,A Taylor,1.8,3.8,4.75,1.75,3.8,4.25
West Ham,Everton,1,2,-1,0,1,0,0,Loss,K Friend,2.9,3.4,2.6,2.65,3.2,2.6
Man United,Arsenal,1,1,0,0,1,0,0,Draw,M Dean,2.45,3.5,3.0,2.4,3.5,2.95
Swansea,Man City,2,4,-2,0,2,0,0,Loss,M Clattenburg,4.75,4.2,1.75,5.0,3.75,1.75
West Brom,Chelsea,3,0,3,1,0,0,0,Win,M Jones,4.1,3.5,2.0,4.0,3.5,2.0
Arsenal,Sunderland,0,0,0,1,0,0,0,Draw,A Taylor,1.3,6.0,11.0,1.3,5.75,10.0
Arsenal,West Brom,4,1,3,2,0,0,0,Win,R Madley,1.4,5.25,8.5,1.4,4.75,7.0
Aston Villa,Burnley,0,1,-1,0,1,0,0,Loss,M Jones,2.1,3.6,3.75,2.1,3.5,3.25
Chelsea,Sunderland,3,1,2,1,0,0,0,Win,L Mason,1.36,5.25,9.5,1.36,5.25,8.75
Crystal Palace,Swansea,1,0,1,2,0,0,0,Win,C Pawson,2.25,3.6,3.3,2.2,3.2,3.3
Everton,Tottenham,0,1,-1,0,1,0,0,Loss,J Moss,2.4,3.6,3.0,2.35,3.4,2.85
Hull,Man United,0,0,0,0,1,0,0,Draw,L Probert,3.2,3.75,2.25,3.2,3.6,2.2
Leicester,QPR,5,1,4,1,0,0,0,Win,M Oliver,1.6,4.33,6.0,1.6,3.8,5.5
Man City,Southampton,2,0,2,2,0,0,0,Win,C Foy,1.57,4.5,6.0,1.55,4.0,5.75
Newcastle,West Ham,2,0,2,3,0,1,0,Win,M Atkinson,1.83,4.0,4.33,1.8,3.9,4.4
Stoke,Liverpool,6,1,5,4,0,1,0,Win,A Taylor,3.5,3.6,2.15,3.25,3.4,2.15
Bournemouth,Aston Villa,0,1,-1,0,1,0,0,Loss,M Clattenburg,2.0,3.6,4.0,2.0,3.3,3.7
Chelsea,Swansea,2,2,0,0,1,0,0,Draw,M Oliver,1.36,5.0,11.0,1.4,4.75,9.0
Everton,Watford,2,2,0,0,1,0,0,Draw,M Jones,1.7,3.9,5.5,1.7,3.5,5.0
Leicester,Sunderland,4,2,2,1,0,0,0,Win,L Mason,1.95,3.5,4.33,2.0,3.3,3.75
Man United,Tottenham,1,0,1,2,0,0,0,Win,J Moss,1.65,4.0,6.0,1.65,4.0,5.5
Norwich,Crystal Palace,1,3,-2,0,1,0,0,Loss,S Hooper,2.55,3.3,3.0,2.6,3.2,2.7
Arsenal,West Ham,0,2,-2,0,2,0,0,Loss,M Atkinson,1.29,6.0,12.0,1.28,5.75,10.5
Newcastle,Southampton,2,2,0,0,2,0,0,Draw,C Pawson,2.88,3.3,2.7,2.8,3.1,2.75
Stoke,Liverpool,0,1,-1,0,3,0,1,Loss,A Taylor,3.4,3.4,2.3,3.2,3.4,2.3
West Brom,Man City,0,3,-3,0,4,0,1,Loss,M Dean,5.75,4.0,1.67,4.75,4.0,1.65
Aston Villa,Man United,0,1,-1,0,5,0,1,Loss,M Dean,5.5,3.8,1.73,5.0,3.75,1.75
Southampton,Everton,0,3,-3,0,6,0,1,Loss,M Oliver,1.95,3.6,4.33,1.95,3.5,4.1
Sunderland,Norwich,1,3,-2,0,7,0,1,Loss,K Friend,2.5,3.3,3.1,2.5,3.1,3.2
Swansea,Newcastle,2,0,2,1,0,0,0,Win,M Jones,1.95,3.6,4.33,1.95,3.5,3.7
Tottenham,Stoke,2,2,0,1,0,0,0,Draw,R Madley,1.8,3.75,5.0,1.8,3.7,4.1
Watford,West Brom,0,0,0,1,0,0,0,Draw,P Tierney,2.3,3.4,3.4,2.3,3.2,3.1
West Ham,Leicester,1,2,-1,0,1,0,0,Loss,A Taylor,2.25,3.5,3.4,2.25,3.2,3.5
Crystal Palace,Arsenal,1,2,-1,0,2,0,0,Loss,L Mason,5.25,3.9,1.73,5.0,3.75,1.75
Man City,Chelsea,3,0,3,1,0,0,0,Win,M Atkinson,2.1,3.5,3.75,2.1,3.4,3.7
Liverpool,Bournemouth,1,0,1,2,0,0,0,Win,C Pawson,1.45,4.75,8.0,1.48,4.75,7.25
Crystal Palace,Aston Villa,2,1,1,3,0,1,0,Win,K Stroud,1.85,3.6,4.75,1.85,3.5,4.1
Leicester,Tottenham,1,1,0,3,0,1,0,Draw,M Atkinson,2.63,3.6,2.75,2.65,3.3,2.65
Man United,Newcastle,0,0,0,3,0,1,0,Draw,C Pawson,1.36,5.25,10.0,1.36,5.0,9.25
Norwich,Stoke,1,1,0,3,0,1,0,Draw,M Dean,2.3,3.3,3.5,2.35,3.2,3.0
Sunderland,Swansea,1,1,0,3,0,1,0,Draw,N Swarbrick,4.0,3.4,2.1,3.5,3.25,2.1
West Ham,Bournemouth,3,4,-1,0,1,0,0,Loss,J Moss,2.38,3.4,3.2,2.35,3.4,3.1
Everton,Man City,0,2,-2,0,2,0,0,Loss,A Taylor,5.0,4.0,1.73,4.4,3.75,1.73
Watford,Southampton,0,0,0,0,2,0,0,Draw,A Marriner,2.8,3.3,2.75,2.65,3.25,2.6
West Brom,Chelsea,2,3,-1,0,3,0,1,Loss,M Clattenburg,6.5,4.0,1.62,5.25,3.8,1.62
Arsenal,Liverpool,0,0,0,0,3,0,1,Draw,M Oliver,1.75,4.0,5.0,1.75,3.75,5.0
Aston Villa,Sunderland,2,2,0,0,3,0,1,Draw,R Madley,1.91,3.5,4.75,1.91,3.6,4.4
Bournemouth,Leicester,1,1,0,0,3,0,1,Draw,N Swarbrick,2.2,3.6,3.4,2.2,3.3,3.2
Chelsea,Crystal Palace,1,2,-1,0,4,0,1,Loss,C Pawson,1.36,5.0,11.0,1.36,4.75,7.75
Liverpool,West Ham,0,3,-3,0,5,0,1,Loss,K Friend,1.36,5.5,9.0,1.36,5.0,7.25
Man City,Watford,2,0,2,1,0,0,0,Win,M Clattenburg,1.2,8.0,15.0,1.2,7.0,10.5
Newcastle,Arsenal,0,1,-1,0,1,0,0,Loss,A Marriner,6.0,4.2,1.62,5.5,3.75,1.62
Stoke,West Brom,0,1,-1,0,2,0,0,Loss,M Oliver,1.95,3.4,4.5,1.95,3.3,4.0
Tottenham,Everton,0,0,0,0,2,0,0,Draw,M Jones,2.0,3.5,4.2,1.95,3.4,3.75
Southampton,Norwich,3,0,3,1,0,0,0,Win,J Moss,2.05,3.5,4.0,2.05,3.4,3.5
Swansea,Man United,2,1,1,2,0,0,0,Win,M Atkinson,3.6,3.3,2.25,3.2,3.2,2.25
Arsenal,Stoke,2,0,2,3,0,1,0,Win,J Moss,1.29,6.0,12.0,1.3,5.5,9.75
Crystal Palace,Man City,0,1,-1,0,1,0,0,Loss,M Jones,5.5,4.2,1.67,5.25,3.9,1.67
Everton,Chelsea,3,1,2,1,0,0,0,Win,A Marriner,4.0,3.6,2.0,3.75,3.5,2.0
Man United,Liverpool,3,1,2,2,0,0,0,Win,M Oliver,2.0,3.4,4.33,2.0,3.2,4.33
Norwich,Bournemouth,3,1,2,3,0,1,0,Win,M Atkinson,2.4,3.4,3.2,2.4,3.4,2.75
Watford,Swansea,1,0,1,4,0,1,0,Win,R Madley,2.75,3.4,2.75,2.7,3.2,2.7
West Brom,Southampton,0,0,0,4,0,1,0,Draw,S Attwell,3.2,3.2,2.5,2.8,3.2,2.5
Leicester,Aston Villa,3,2,1,5,0,1,0,Win,M Dean,1.91,3.75,4.33,1.91,3.4,4.0
Sunderland,Tottenham,0,1,-1,0,1,0,0,Loss,C Pawson,4.33,3.6,1.95,3.75,3.4,1.95
West Ham,Newcastle,2,0,2,1,0,0,0,Win,A Taylor,2.25,3.5,3.4,2.25,3.4,3.0
Aston Villa,West Brom,0,1,-1,0,1,0,0,Loss,M Atkinson,2.3,3.25,3.5,2.3,3.1,3.25
Bournemouth,Sunderland,2,0,2,1,0,0,0,Win,K Friend,1.7,4.0,5.5,1.72,3.7,4.6
Chelsea,Arsenal,2,0,2,2,0,0,0,Win,M Dean,2.45,3.5,3.0,2.4,3.5,3.0
Man City,West Ham,1,2,-1,0,1,0,0,Loss,R Madley,1.29,6.5,11.0,1.28,6.0,10.5
Newcastle,Watford,1,2,-1,0,2,0,0,Loss,R East,2.5,3.3,3.1,2.5,3.2,2.8
Stoke,Leicester,2,2,0,0,2,0,0,Draw,A Marriner,2.5,3.4,3.0,2.5,3.2,2.8
Swansea,Everton,0,0,0,0,2,0,0,Draw,S Attwell,2.3,3.4,3.4,2.3,3.2,3.1
Liverpool,Norwich,1,1,0,0,2,0,0,Draw,A Taylor,1.67,4.0,5.75,1.67,3.8,5.5
Southampton,Man United,2,3,-1,0,3,0,1,Loss,M Clattenburg,3.1,3.3,2.5,3.2,3.2,2.4
Tottenham,Crystal Palace,1,0,1,1,0,0,0,Win,M Oliver,2.0,3.6,4.0,2.0,3.4,3.6
Leicester,Arsenal,2,5,-3,0,1,0,0,Loss,C Pawson,4.5,4.0,1.8,4.0,3.8,1.85
Liverpool,Aston Villa,3,2,1,1,0,0,0,Win,J Moss,1.53,4.33,7.0,1.53,4.2,6.5
Man United,Sunderland,3,0,3,2,0,0,0,Win,M Jones,1.2,7.5,16.0,1.22,6.5,13.0
Newcastle,Chelsea,2,2,0,2,0,0,0,Draw,M Atkinson,6.0,4.2,1.62,5.75,3.9,1.62
Southampton,Swansea,3,1,2,3,0,1,0,Win,R East,2.05,3.4,4.2,2.05,3.25,3.6
Stoke,Bournemouth,2,1,1,4,0,1,0,Win,L Mason,2.55,3.3,3.0,2.5,3.3,2.75
Tottenham,Man City,4,1,3,5,0,1,0,Win,M Clattenburg,4.2,3.8,1.91,4.0,3.6,1.91
West Ham,Norwich,2,2,0,5,0,1,0,Draw,M Dean,2.25,3.5,3.4,2.25,3.25,3.1
Watford,Crystal Palace,0,1,-1,0,1,0,0,Loss,A Taylor,2.5,3.3,3.1,2.5,3.2,2.8
West Brom,Everton,2,3,-1,0,2,0,0,Loss,R Madley,3.1,3.3,2.5,2.8,3.25,2.45
Aston Villa,Stoke,0,1,-1,0,3,0,1,Loss,M Jones,2.5,3.3,3.1,2.5,3.25,2.95
Bournemouth,Watford,1,1,0,0,3,0,1,Draw,M Oliver,2.1,3.5,3.8,2.1,3.25,3.5
Chelsea,Southampton,1,3,-2,0,4,0,1,Loss,R Madley,1.83,3.7,4.8,1.83,3.6,4.5
Crystal Palace,West Brom,2,0,2,1,0,0,0,Win,J Moss,1.83,3.6,5.0,1.8,3.4,4.5
Man City,Newcastle,6,1,5,2,0,0,0,Win,K Friend,1.25,7.0,13.0,1.25,6.25,11.5
Norwich,Leicester,1,2,-1,0,1,0,0,Loss,M Clattenburg,2.3,3.5,3.3,2.3,3.1,3.2
Sunderland,West Ham,2,2,0,0,1,0,0,Draw,N Swarbrick,3.2,3.4,2.4,3.1,3.2,2.3
Arsenal,Man United,3,0,3,1,0,0,0,Win,A Taylor,2.0,3.8,3.8,2.0,3.5,3.75
Everton,Liverpool,1,1,0,1,0,0,0,Draw,M Atkinson,2.7,3.4,2.8,2.7,3.2,2.75
Swansea,Tottenham,2,2,0,1,0,0,0,Draw,M Dean,2.75,3.25,2.8,2.65,3.2,2.65
Chelsea,Aston Villa,2,0,2,2,0,0,0,Win,R East,1.33,5.75,10.0,1.33,5.0,8.5
Crystal Palace,West Ham,1,3,-2,0,1,0,0,Loss,M Clattenburg,2.0,3.6,4.0,2.0,3.5,3.5
Everton,Man United,0,3,-3,0,2,0,0,Loss,J Moss,3.25,3.4,2.38,3.0,3.3,2.4
Man City,Bournemouth,5,1,4,1,0,0,0,Win,M Dean,1.33,5.75,10.0,1.33,5.25,8.0
Southampton,Leicester,2,2,0,1,0,0,0,Draw,P Tierney,1.75,4.0,5.0,1.75,3.7,4.4
Tottenham,Liverpool,0,0,0,1,0,0,0,Draw,C Pawson,2.5,3.5,3.0,2.5,3.2,2.95
Watford,Arsenal,0,3,-3,0,1,0,0,Loss,M Jones,6.0,4.2,1.62,5.0,4.1,1.6
West Brom,Sunderland,1,0,1,1,0,0,0,Win,M Atkinson,2.05,3.4,4.2,2.05,3.25,3.6
Newcastle,Norwich,6,2,4,2,0,0,0,Win,A Taylor,2.6,3.4,2.88,2.6,3.3,2.6
Swansea,Stoke,0,1,-1,0,1,0,0,Loss,R Madley,2.05,3.4,4.2,2.05,3.2,3.75
Arsenal,Everton,2,1,1,1,0,0,0,Win,L Mason,1.44,4.75,8.0,1.44,4.6,7.25
