HomeTeam,AwayTeam,FTHG,FTAG,ScoreDiff,HomeWinStreak,AwayWinStreak,TGSH,TGSA,Results
Chelsea,Tottenham,1,3,-2,0,1,0,0,Loss
Bournemouth,Crystal Palace,2,2,0,0,1,0,0,Draw
Brighton,Huddersfield,1,1,0,0,1,0,0,Draw
Everton,Liverpool,0,0,0,0,1,0,0,Draw
Leicester,Newcastle,1,2,-1,0,2,0,0,Loss
Man City,Man United,2,3,-1,0,3,0,1,Loss
Stoke,Tottenham,1,2,-1,0,4,0,1,Loss
Watford,Burnley,1,2,-1,0,5,0,1,Loss
West Brom,Swansea,1,1,0,0,5,0,1,Draw
Arsenal,Southampton,3,2,1,1,0,0,0,Win
Chelsea,West Ham,1,1,0,1,0,0,0,Draw
Burnley,Leicester,2,1,1,2,0,0,0,Win
Crystal Palace,Brighton,3,2,1,3,0,1,0,Win
Huddersfield,Watford,1,0,1,4,0,1,0,Win
Liverpool,Bournemouth,3,0,3,5,0,1,0,Win
Southampton,Chelsea,2,3,-1,0,1,0,0,Loss
Swansea,Everton,1,1,0,0,1,0,0,Draw
Tottenham,Man City,1,3,-2,0,2,0,0,Loss
Man United,West Brom,0,1,-1,0,3,0,1,Loss
Newcastle,Arsenal,2,1,1,1,0,0,0,Win
West Ham,Stoke,1,1,0,1,0,0,0,Draw
Brighton,Tottenham,1,1,0,1,0,0,0,Draw
Bournemouth,Man United,0,2,-2,0,1,0,0,Loss
Burnley,Chelsea,1,2,-1,0,2,0,0,Loss
Leicester,Southampton,0,0,0,0,2,0,0,Draw
Watford,Crystal Palace,0,0,0,0,2,0,0,Draw
West Brom,Liverpool,2,2,0,0,2,0,0,Draw
Arsenal,West Ham,4,1,3,1,0,0,0,Win
Man City,Swansea,5,0,5,2,0,0,0,Win
Stoke,Burnley,1,1,0,2,0,0,0,Draw
Everton,Newcastle,1,0,1,3,0,1,0,Win
Burnley,Brighton,0,0,0,3,0,1,0,Draw
Crystal Palace,Leicester,5,0,5,4,0,1,0,Win
Huddersfield,Everton,0,2,-2,0,1,0,0,Loss
Liverpool,Stoke,0,0,0,0,1,0,0,Draw
Newcastle,West Brom,0,1,-1,0,2,0,0,Loss
Southampton,Bournemouth,2,1,1,1,0,0,0,Win
Swansea,Chelsea,0,1,-1,0,1,0,0,Loss
Man United,Arsenal,2,1,1,1,0,0,0,Win
West Ham,Man City,1,4,-3,0,1,0,0,Loss
Tottenham,Watford,2,0,2,1,0,0,0,Win
Brighton,Man United,1,0,1,2,0,0,0,Win
Bournemouth,Swansea,1,0,1,3,0,1,0,Win
Everton,Southampton,1,1,0,3,0,1,0,Draw
Leicester,West Ham,0,2,-2,0,1,0,0,Loss
Stoke,Crystal Palace,1,2,-1,0,2,0,0,Loss
Watford,Newcastle,2,1,1,1,0,0,0,Win
West Brom,Tottenham,1,0,1,2,0,0,0,Win
Arsenal,Burnley,5,0,5,3,0,1,0,Win
Chelsea,Liverpool,1,0,1,4,0,1,0,Win
Man City,Huddersfield,0,0,0,4,0,1,0,Draw
Swansea,Southampton,0,1,-1,0,1,0,0,Loss
Chelsea,Huddersfield,1,1,0,0,1,0,0,Draw
Leicester,Arsenal,3,1,2,1,0,0,0,Win
Man City,Brighton,3,1,2,2,0,0,0,Win
Tottenham,Newcastle,1,0,1,3,0,1,0,Win
West Ham,Man United,0,0,0,3,0,1,0,Draw
Burnley,Bournemouth,1,2,-1,0,1,0,0,Loss
Crystal Palace,West Brom,2,0,2,1,0,0,0,Win
Huddersfield,Arsenal,0,1,-1,0,1,0,0,Loss
Liverpool,Brighton,4,0,4,1,0,0,0,Win
Man United,Watford,1,0,1,2,0,0,0,Win
Newcastle,Chelsea,3,0,3,3,0,1,0,Win
Southampton,Man City,0,1,-1,0,1,0,0,Loss
Swansea,Stoke,1,2,-1,0,2,0,0,Loss
Tottenham,Leicester,5,4,1,1,0,0,0,Win
West Ham,Everton,3,1,2,2,0,0,0,Win
Man United,Leicester,2,1,1,3,0,1,0,Win
Bournemouth,Cardiff,2,0,2,4,0,1,0,Win
Fulham,Crystal Palace,0,2,-2,0,1,0,0,Loss
Huddersfield,Chelsea,0,3,-3,0,2,0,0,Loss
Newcastle,Tottenham,1,2,-1,0,3,0,1,Loss
Watford,Brighton,2,0,2,1,0,0,0,Win
Wolves,Everton,2,2,0,1,0,0,0,Draw
Arsenal,Man City,0,2,-2,0,1,0,0,Loss
Liverpool,West Ham,4,0,4,1,0,0,0,Win
Southampton,Burnley,0,0,0,1,0,0,0,Draw
Cardiff,Newcastle,0,0,0,1,0,0,0,Draw
Chelsea,Arsenal,3,2,1,2,0,0,0,Win
Everton,Southampton,2,1,1,3,0,1,0,Win
Leicester,Wolves,2,0,2,4,0,1,0,Win
Tottenham,Fulham,3,1,2,5,0,1,0,Win
West Ham,Bournemouth,1,2,-1,0,1,0,0,Loss
Brighton,Man United,3,2,1,1,0,0,0,Win
Burnley,Watford,1,3,-2,0,1,0,0,Loss
Man City,Huddersfield,6,1,5,1,0,0,0,Win
Crystal Palace,Liverpool,0,2,-2,0,1,0,0,Loss
Arsenal,West Ham,3,1,2,1,0,0,0,Win
Bournemouth,Everton,2,2,0,1,0,0,0,Draw
Huddersfield,Cardiff,0,0,0,1,0,0,0,Draw
Liverpool,Brighton,1,0,1,2,0,0,0,Win
Southampton,Leicester,1,2,-1,0,1,0,0,Loss
Wolves,Man City,1,1,0,0,1,0,0,Draw
Fulham,Burnley,4,2,2,1,0,0,0,Win
Newcastle,Chelsea,1,2,-1,0,1,0,0,Loss
Watford,Crystal Palace,2,1,1,1,0,0,0,Win
Man United,Tottenham,0,3,-3,0,1,0,0,Loss
Brighton,Fulham,2,2,0,0,1,0,0,Draw
Chelsea,Bournemouth,2,0,2,1,0,0,0,Win
Crystal Palace,Southampton,0,2,-2,0,1,0,0,Loss
Everton,Huddersfield,1,1,0,0,1,0,0,Draw
Leicester,Liverpool,1,2,-1,0,2,0,0,Loss
Man City,Newcastle,2,1,1,1,0,0,0,Win
West Ham,Wolves,0,1,-1,0,1,0,0,Loss
Burnley,Man United,0,2,-2,0,2,0,0,Loss
Cardiff,Arsenal,2,3,-1,0,3,0,1,Loss
Watford,Tottenham,2,1,1,1,0,0,0,Win
Bournemouth,Leicester,4,2,2,2,0,0,0,Win
Chelsea,Cardiff,4,1,3,3,0,1,0,Win
Huddersfield,Crystal Palace,0,1,-1,0,1,0,0,Loss
Man City,Fulham,3,0,3,1,0,0,0,Win
Newcastle,Arsenal,1,2,-1,0,1,0,0,Loss
Tottenham,Liverpool,1,2,-1,0,2,0,0,Loss
Watford,Man United,1,2,-1,0,3,0,1,Loss
Everton,West Ham,1,3,-2,0,4,0,1,Loss
Wolves,Burnley,1,0,1,1,0,0,0,Win
Southampton,Brighton,2,2,0,1,0,0,0,Draw
Brighton,Tottenham,1,2,-1,0,1,0,0,Loss
Burnley,Bournemouth,4,0,4,1,0,0,0,Win
Cardiff,Man City,0,5,-5,0,1,0,0,Loss
Crystal Palace,Newcastle,0,0,0,0,1,0,0,Draw
Fulham,Watford,1,1,0,0,1,0,0,Draw
Leicester,Huddersfield,3,1,2,1,0,0,0,Win
Liverpool,Southampton,3,0,3,2,0,0,0,Win
Man United,Wolves,1,1,0,2,0,0,0,Draw
Arsenal,Everton,2,0,2,3,0,1,0,Win
West Ham,Chelsea,0,0,0,3,0,1,0,Draw
Arsenal,Watford,2,0,2,4,0,1,0,Win
Chelsea,Liverpool,1,1,0,4,0,1,0,Draw
Everton,Fulham,3,0,3,5,0,1,0,Win
Huddersfield,Tottenham,0,2,-2,0,1,0,0,Loss
Man City,Brighton,2,0,2,1,0,0,0,Win
Newcastle,Leicester,0,2,-2,0,1,0,0,Loss
West Ham,Man United,3,1,2,1,0,0,0,Win
Wolves,Southampton,2,0,2,2,0,0,0,Win
Cardiff,Burnley,1,2,-1,0,1,0,0,Loss
Bournemouth,Crystal Palace,2,1,1,1,0,0,0,Win
Brighton,West Ham,1,0,1,2,0,0,0,Win
Burnley,Huddersfield,1,1,0,2,0,0,0,Draw
Crystal Palace,Wolves,0,1,-1,0,1,0,0,Loss
Leicester,Everton,1,2,-1,0,2,0,0,Loss
Man United,Newcastle,3,2,1,1,0,0,0,Win
Tottenham,Cardiff,1,0,1,2,0,0,0,Win
Watford,Bournemouth,0,4,-4,0,1,0,0,Loss
Fulham,Arsenal,1,5,-4,0,2,0,0,Loss
Liverpool,Man City,0,0,0,0,2,0,0,Draw
Southampton,Chelsea,0,3,-3,0,3,0,1,Loss
Bournemouth,Southampton,0,0,0,0,3,0,1,Draw
Cardiff,Fulham,4,2,2,1,0,0,0,Win
Chelsea,Man United,2,2,0,1,0,0,0,Draw
Huddersfield,Liverpool,0,1,-1,0,1,0,0,Loss
Man City,Burnley,5,0,5,1,0,0,0,Win
Newcastle,Brighton,0,1,-1,0,1,0,0,Loss
West Ham,Tottenham,0,1,-1,0,2,0,0,Loss
Wolves,Watford,0,2,-2,0,3,0,1,Loss
Everton,Crystal Palace,2,0,2,1,0,0,0,Win
Arsenal,Leicester,3,1,2,2,0,0,0,Win
Brighton,Wolves,1,0,1,3,0,1,0,Win
Fulham,Bournemouth,0,3,-3,0,1,0,0,Loss
Leicester,West Ham,1,1,0,0,1,0,0,Draw
Liverpool,Cardiff,4,1,3,1,0,0,0,Win
Southampton,Newcastle,0,0,0,1,0,0,0,Draw
Watford,Huddersfield,3,0,3,2,0,0,0,Win
Burnley,Chelsea,0,4,-4,0,1,0,0,Loss
Crystal Palace,Arsenal,2,2,0,0,1,0,0,Draw
Man United,Everton,2,1,1,1,0,0,0,Win
Tottenham,Man City,0,1,-1,0,1,0,0,Loss
Arsenal,Liverpool,1,1,0,0,1,0,0,Draw
Bournemouth,Man United,1,2,-1,0,2,0,0,Loss
Cardiff,Leicester,0,1,-1,0,3,0,1,Loss
Everton,Brighton,3,1,2,1,0,0,0,Win
Newcastle,Watford,1,0,1,2,0,0,0,Win
West Ham,Burnley,4,2,2,3,0,1,0,Win
Wolves,Tottenham,2,3,-1,0,1,0,0,Loss
Chelsea,Crystal Palace,3,1,2,1,0,0,0,Win
Man City,Southampton,6,1,5,2,0,0,0,Win
Huddersfield,Fulham,1,0,1,3,0,1,0,Win
Cardiff,Brighton,2,1,1,4,0,1,0,Win
Crystal Palace,Tottenham,0,1,-1,0,1,0,0,Loss
Huddersfield,West Ham,1,1,0,0,1,0,0,Draw
Leicester,Burnley,0,0,0,0,1,0,0,Draw
Newcastle,Bournemouth,2,1,1,1,0,0,0,Win
Southampton,Watford,1,1,0,1,0,0,0,Draw
Arsenal,Wolves,1,1,0,1,0,0,0,Draw
Chelsea,Everton,0,0,0,1,0,0,0,Draw
Liverpool,Fulham,2,0,2,2,0,0,0,Win
Man City,Man United,3,1,2,3,0,1,0,Win
Brighton,Leicester,1,1,0,3,0,1,0,Draw
Everton,Cardiff,1,0,1,4,0,1,0,Win
Fulham,Southampton,3,2,1,5,0,1,0,Win
Man United,Crystal Palace,0,0,0,5,0,1,0,Draw
Tottenham,Chelsea,3,1,2,6,0,1,0,Win
Watford,Liverpool,0,3,-3,0,1,0,0,Loss
West Ham,Man City,0,4,-4,0,2,0,0,Loss
Bournemouth,Arsenal,1,2,-1,0,3,0,1,Loss
Wolves,Huddersfield,0,2,-2,0,4,0,1,Loss
Burnley,Newcastle,1,2,-1,0,5,0,1,Loss
Cardiff,Wolves,2,1,1,1,0,0,0,Win
Crystal Palace,Burnley,2,0,2,2,0,0,0,Win
Huddersfield,Brighton,1,2,-1,0,1,0,0,Loss
Leicester,Watford,2,0,2,1,0,0,0,Win
Man City,Bournemouth,3,1,2,2,0,0,0,Win
Newcastle,West Ham,0,3,-3,0,1,0,0,Loss
Southampton,Man United,2,2,0,0,1,0,0,Draw
Arsenal,Tottenham,4,2,2,1,0,0,0,Win
Chelsea,Fulham,2,0,2,2,0,0,0,Win
Liverpool,Everton,1,0,1,3,0,1,0,Win
Bournemouth,Huddersfield,2,1,1,4,0,1,0,Win
Brighton,Crystal Palace,3,1,2,5,0,1,0,Win
Watford,Man City,1,2,-1,0,1,0,0,Loss
West Ham,Cardiff,3,1,2,1,0,0,0,Win
Burnley,Liverpool,1,3,-2,0,1,0,0,Loss
Everton,Newcastle,1,1,0,0,1,0,0,Draw
Fulham,Leicester,1,1,0,0,1,0,0,Draw
Man United,Arsenal,2,2,0,0,1,0,0,Draw
Tottenham,Southampton,3,1,2,1,0,0,0,Win
Wolves,Chelsea,2,1,1,2,0,0,0,Win
Arsenal,Huddersfield,1,0,1,3,0,1,0,Win
Bournemouth,Liverpool,0,4,-4,0,1,0,0,Loss
Burnley,Brighton,1,0,1,1,0,0,0,Win
Cardiff,Southampton,1,0,1,2,0,0,0,Win
Chelsea,Man City,2,0,2,3,0,1,0,Win
Leicester,Tottenham,0,2,-2,0,1,0,0,Loss
Man United,Fulham,4,1,3,1,0,0,0,Win
West Ham,Crystal Palace,3,2,1,2,0,0,0,Win
Newcastle,Wolves,1,2,-1,0,1,0,0,Loss
Everton,Watford,2,2,0,0,1,0,0,Draw
Crystal Palace,Leicester,1,0,1,1,0,0,0,Win
Fulham,West Ham,0,2,-2,0,1,0,0,Loss
Huddersfield,Newcastle,0,1,-1,0,2,0,0,Loss
Man City,Everton,3,1,2,1,0,0,0,Win
Tottenham,Burnley,1,0,1,2,0,0,0,Win
Watford,Cardiff,3,2,1,3,0,1,0,Win
Wolves,Bournemouth,2,0,2,4,0,1,0,Win
Brighton,Chelsea,1,2,-1,0,1,0,0,Loss
Liverpool,Man United,3,1,2,1,0,0,0,Win
Southampton,Arsenal,3,2,1,2,0,0,0,Win
Wolves,Liverpool,0,2,-2,0,1,0,0,Loss
Arsenal,Burnley,3,1,2,1,0,0,0,Win
Bournemouth,Brighton,2,0,2,2,0,0,0,Win
Cardiff,Man United,1,5,-4,0,1,0,0,Loss
Chelsea,Leicester,0,1,-1,0,2,0,0,Loss
Huddersfield,Southampton,1,3,-2,0,3,0,1,Loss
Man City,Crystal Palace,2,3,-1,0,4,0,1,Loss
Newcastle,Fulham,0,0,0,0,4,0,1,Draw
West Ham,Watford,0,2,-2,0,5,0,1,Loss
Everton,Tottenham,2,6,-4,0,6,0,1,Loss
Brighton,Arsenal,1,1,0,0,6,0,1,Draw
Burnley,Everton,1,5,-4,0,7,0,1,Loss
Crystal Palace,Cardiff,0,0,0,0,7,0,1,Draw
Fulham,Wolves,1,1,0,0,7,0,1,Draw
Leicester,Man City,2,1,1,1,0,0,0,Win
Liverpool,Newcastle,4,0,4,2,0,0,0,Win
Man United,Huddersfield,3,1,2,3,0,1,0,Win
Tottenham,Bournemouth,5,0,5,4,0,1,0,Win
Watford,Chelsea,1,2,-1,0,1,0,0,Loss
Southampton,West Ham,1,2,-1,0,2,0,0,Loss
Brighton,Everton,1,0,1,1,0,0,0,Win
Fulham,Huddersfield,1,0,1,2,0,0,0,Win
Leicester,Cardiff,0,1,-1,0,1,0,0,Loss
Liverpool,Arsenal,5,1,4,1,0,0,0,Win
Tottenham,Wolves,1,3,-2,0,1,0,0,Loss
Watford,Newcastle,1,1,0,0,1,0,0,Draw
Burnley,West Ham,2,0,2,1,0,0,0,Win
Crystal Palace,Chelsea,0,1,-1,0,1,0,0,Loss
Man United,Bournemouth,4,1,3,1,0,0,0,Win
Southampton,Man City,1,3,-2,0,1,0,0,Loss
Arsenal,Fulham,4,1,3,1,0,0,0,Win
Cardiff,Tottenham,0,3,-3,0,1,0,0,Loss
Everton,Leicester,0,1,-1,0,2,0,0,Loss
Bournemouth,Watford,3,3,0,0,2,0,0,Draw
Chelsea,Southampton,0,0,0,0,2,0,0,Draw
Huddersfield,Burnley,1,2,-1,0,3,0,1,Loss
Newcastle,Man United,0,2,-2,0,4,0,1,Loss
West Ham,Brighton,2,2,0,0,4,0,1,Draw
Wolves,Crystal Palace,0,2,-2,0,5,0,1,Loss
Man City,Liverpool,2,1,1,1,0,0,0,Win
Brighton,Liverpool,0,1,-1,0,1,0,0,Loss
Burnley,Fulham,2,1,1,1,0,0,0,Win
Cardiff,Huddersfield,0,0,0,1,0,0,0,Draw
Chelsea,Newcastle,2,1,1,2,0,0,0,Win
Crystal Palace,Watford,1,2,-1,0,1,0,0,Loss
Leicester,Southampton,1,2,-1,0,2,0,0,Loss
West Ham,Arsenal,1,0,1,1,0,0,0,Win
Everton,Bournemouth,2,0,2,2,0,0,0,Win
Tottenham,Man United,0,1,-1,0,1,0,0,Loss
Man City,Wolves,3,0,3,1,0,0,0,Win
Arsenal,Chelsea,2,0,2,2,0,0,0,Win
Bournemouth,West Ham,2,0,2,3,0,1,0,Win
Liverpool,Crystal Palace,4,3,1,4,0,1,0,Win
Man United,Brighton,2,1,1,5,0,1,0,Win
Newcastle,Cardiff,3,0,3,6,0,1,0,Win
Southampton,Everton,2,1,1,7,0,1,0,Win
Watford,Burnley,0,0,0,7,0,1,0,Draw
Wolves,Leicester,4,3,1,8,0,1,0,Win
Fulham,Tottenham,1,2,-1,0,1,0,0,Loss
Huddersfield,Man City,0,3,-3,0,2,0,0,Loss
Arsenal,Cardiff,2,1,1,1,0,0,0,Win
Fulham,Brighton,4,2,2,2,0,0,0,Win
Huddersfield,Everton,0,1,-1,0,1,0,0,Loss
Man United,Burnley,2,2,0,0,1,0,0,Draw
Newcastle,Man City,2,1,1,1,0,0,0,Win
Wolves,West Ham,3,0,3,2,0,0,0,Win
Bournemouth,Chelsea,4,0,4,3,0,1,0,Win
Liverpool,Leicester,1,1,0,3,0,1,0,Draw
Southampton,Crystal Palace,1,1,0,3,0,1,0,Draw
Tottenham,Watford,2,1,1,4,0,1,0,Win
Brighton,Watford,0,0,0,4,0,1,0,Draw
Burnley,Southampton,1,1,0,4,0,1,0,Draw
Cardiff,Bournemouth,2,0,2,5,0,1,0,Win
Chelsea,Huddersfield,5,0,5,6,0,1,0,Win
Crystal Palace,Fulham,2,0,2,7,0,1,0,Win
Everton,Wolves,1,3,-2,0,1,0,0,Loss
Tottenham,Newcastle,1,0,1,1,0,0,0,Win
Leicester,Man United,0,1,-1,0,1,0,0,Loss
Man City,Arsenal,3,1,2,1,0,0,0,Win
West Ham,Liverpool,1,1,0,1,0,0,0,Draw
Everton,Man City,0,2,-2,0,1,0,0,Loss
Brighton,Burnley,1,3,-2,0,2,0,0,Loss
Crystal Palace,West Ham,1,1,0,0,2,0,0,Draw
Fulham,Man United,0,3,-3,0,3,0,1,Loss
Huddersfield,Arsenal,1,2,-1,0,4,0,1,Loss
Liverpool,Bournemouth,3,0,3,1,0,0,0,Win
Southampton,Cardiff,1,2,-1,0,1,0,0,Loss
Watford,Everton,1,0,1,1,0,0,0,Win
Man City,Chelsea,6,0,6,2,0,0,0,Win
Tottenham,Leicester,3,1,2,3,0,1,0,Win
Wolves,Newcastle,1,1,0,3,0,1,0,Draw
Cardiff,Watford,1,5,-4,0,1,0,0,Loss
West Ham,Fulham,3,1,2,1,0,0,0,Win
Bournemouth,Wolves,1,1,0,1,0,0,0,Draw
Burnley,Tottenham,2,1,1,2,0,0,0,Win
Leicester,Crystal Palace,1,4,-3,0,1,0,0,Loss
Newcastle,Huddersfield,2,0,2,1,0,0,0,Win
Arsenal,Southampton,2,0,2,2,0,0,0,Win
Man United,Liverpool,0,0,0,2,0,0,0,Draw
Cardiff,Everton,0,3,-3,0,1,0,0,Loss
Huddersfield,Wolves,1,0,1,1,0,0,0,Win
Leicester,Brighton,2,1,1,2,0,0,0,Win
Newcastle,Burnley,2,0,2,3,0,1,0,Win
Arsenal,Bournemouth,5,1,4,4,0,1,0,Win
Chelsea,Tottenham,2,0,2,5,0,1,0,Win
Crystal Palace,Man United,1,3,-2,0,1,0,0,Loss
Liverpool,Watford,5,0,5,1,0,0,0,Win
Man City,West Ham,1,0,1,2,0,0,0,Win
Southampton,Fulham,2,0,2,3,0,1,0,Win
Bournemouth,Man City,0,1,-1,0,1,0,0,Loss
Brighton,Huddersfield,1,0,1,1,0,0,0,Win
Burnley,Crystal Palace,1,3,-2,0,1,0,0,Loss
Man United,Southampton,3,2,1,1,0,0,0,Win
Tottenham,Arsenal,1,1,0,1,0,0,0,Draw
West Ham,Newcastle,2,0,2,2,0,0,0,Win
Wolves,Cardiff,2,0,2,3,0,1,0,Win
Everton,Liverpool,0,0,0,3,0,1,0,Draw
Fulham,Chelsea,1,2,-1,0,1,0,0,Loss
Watford,Leicester,2,1,1,1,0,0,0,Win
Cardiff,West Ham,2,0,2,2,0,0,0,Win
Crystal Palace,Brighton,1,2,-1,0,1,0,0,Loss
Huddersfield,Bournemouth,0,2,-2,0,2,0,0,Loss
Leicester,Fulham,3,1,2,1,0,0,0,Win
Man City,Watford,3,1,2,2,0,0,0,Win
Newcastle,Everton,3,2,1,3,0,1,0,Win
Southampton,Tottenham,2,1,1,4,0,1,0,Win
Arsenal,Man United,2,0,2,5,0,1,0,Win
Chelsea,Wolves,1,1,0,5,0,1,0,Draw
Liverpool,Burnley,4,2,2,6,0,1,0,Win
Bournemouth,Newcastle,2,2,0,6,0,1,0,Draw
Burnley,Leicester,1,2,-1,0,1,0,0,Loss
West Ham,Huddersfield,4,3,1,1,0,0,0,Win
Everton,Chelsea,2,0,2,2,0,0,0,Win
Fulham,Liverpool,1,2,-1,0,1,0,0,Loss
Brighton,Southampton,0,1,-1,0,2,0,0,Loss
Burnley,Wolves,2,0,2,1,0,0,0,Win
Crystal Palace,Huddersfield,2,0,2,2,0,0,0,Win
Fulham,Man City,0,2,-2,0,1,0,0,Loss
Leicester,Bournemouth,2,0,2,1,0,0,0,Win
Man United,Watford,2,1,1,2,0,0,0,Win
West Ham,Everton,0,2,-2,0,1,0,0,Loss
Cardiff,Chelsea,1,2,-1,0,2,0,0,Loss
Liverpool,Tottenham,2,1,1,1,0,0,0,Win
Arsenal,Newcastle,2,0,2,2,0,0,0,Win
Watford,Fulham,4,1,3,3,0,1,0,Win
Wolves,Man United,2,1,1,4,0,1,0,Win
Chelsea,Brighton,3,0,3,5,0,1,0,Win
Man City,Cardiff,2,0,2,6,0,1,0,Win
Tottenham,Crystal Palace,2,0,2,7,0,1,0,Win
Southampton,Liverpool,1,3,-2,0,1,0,0,Loss
Bournemouth,Burnley,1,3,-2,0,2,0,0,Loss
Huddersfield,Leicester,1,4,-3,0,3,0,1,Loss
Newcastle,Crystal Palace,0,1,-1,0,4,0,1,Loss
Everton,Arsenal,1,0,1,1,0,0,0,Win
Chelsea,West Ham,2,0,2,2,0,0,0,Win
Leicester,Newcastle,0,1,-1,0,1,0,0,Loss
Brighton,Bournemouth,0,5,-5,0,2,0,0,Loss
Burnley,Cardiff,2,0,2,1,0,0,0,Win
Fulham,Everton,2,0,2,2,0,0,0,Win
Man United,West Ham,2,1,1,3,0,1,0,Win
Southampton,Wolves,3,1,2,4,0,1,0,Win
Tottenham,Huddersfield,4,0,4,5,0,1,0,Win
Crystal Palace,Man City,1,3,-2,0,1,0,0,Loss
Liverpool,Chelsea,2,0,2,1,0,0,0,Win
Watford,Arsenal,0,1,-1,0,1,0,0,Loss
Brighton,Cardiff,0,2,-2,0,2,0,0,Loss
Bournemouth,Fulham,0,1,-1,0,3,0,1,Loss
Huddersfield,Watford,1,2,-1,0,4,0,1,Loss
Man City,Tottenham,1,0,1,1,0,0,0,Win
Newcastle,Southampton,3,1,2,2,0,0,0,Win
West Ham,Leicester,2,2,0,2,0,0,0,Draw
Wolves,Brighton,0,0,0,2,0,0,0,Draw
Arsenal,Crystal Palace,2,3,-1,0,1,0,0,Loss
Cardiff,Liverpool,0,2,-2,0,2,0,0,Loss
Everton,Man United,4,0,4,1,0,0,0,Win
Chelsea,Burnley,2,2,0,1,0,0,0,Draw
Tottenham,Brighton,1,0,1,2,0,0,0,Win
Watford,Southampton,1,1,0,2,0,0,0,Draw
Man United,Man City,0,2,-2,0,1,0,0,Loss
Wolves,Arsenal,3,1,2,1,0,0,0,Win
Liverpool,Huddersfield,5,0,5,2,0,0,0,Win
Brighton,Newcastle,1,1,0,2,0,0,0,Draw
Crystal Palace,Everton,0,0,0,2,0,0,0,Draw
Fulham,Cardiff,1,0,1,3,0,1,0,Win
Southampton,Bournemouth,3,3,0,3,0,1,0,Draw
Tottenham,West Ham,0,1,-1,0,1,0,0,Loss
Watford,Wolves,1,2,-1,0,2,0,0,Loss
Burnley,Man City,0,1,-1,0,3,0,1,Loss
Leicester,Arsenal,3,0,3,1,0,0,0,Win
Man United,Chelsea,1,1,0,1,0,0,0,Draw
Everton,Burnley,2,0,2,2,0,0,0,Win
Bournemouth,Tottenham,1,0,1,3,0,1,0,Win
Cardiff,Crystal Palace,2,3,-1,0,1,0,0,Loss
Newcastle,Liverpool,2,3,-1,0,2,0,0,Loss
West Ham,Southampton,3,0,3,1,0,0,0,Win
Wolves,Fulham,1,0,1,2,0,0,0,Win
Arsenal,Brighton,1,1,0,2,0,0,0,Draw
Chelsea,Watford,3,0,3,3,0,1,0,Win
Huddersfield,Man United,1,1,0,3,0,1,0,Draw
Man City,Leicester,1,0,1,4,0,1,0,Win
Brighton,Man City,1,4,-3,0,1,0,0,Loss
Burnley,Arsenal,1,3,-2,0,2,0,0,Loss
Crystal Palace,Bournemouth,5,3,2,1,0,0,0,Win
Fulham,Newcastle,0,4,-4,0,1,0,0,Loss
Leicester,Chelsea,0,0,0,0,1,0,0,Draw
Liverpool,Wolves,2,0,2,1,0,0,0,Win
Man United,Cardiff,0,2,-2,0,1,0,0,Loss
Southampton,Huddersfield,1,1,0,0,1,0,0,Draw
Tottenham,Everton,2,2,0,0,1,0,0,Draw
Watford,West Ham,1,4,-3,0,2,0,0,Loss
Liverpool,Norwich,4,1,3,1,0,0,0,Win
West Ham,Man City,0,5,-5,0,1,0,0,Loss
Bournemouth,Sheffield United,1,1,0,0,1,0,0,Draw
Burnley,Southampton,3,0,3,1,0,0,0,Win
Crystal Palace,Everton,0,0,0,1,0,0,0,Draw
Watford,Brighton,0,3,-3,0,1,0,0,Loss
Tottenham,Aston Villa,3,1,2,1,0,0,0,Win
Leicester,Wolves,0,0,0,1,0,0,0,Draw
Newcastle,Arsenal,0,1,-1,0,1,0,0,Loss
Man United,Chelsea,4,0,4,1,0,0,0,Win
Arsenal,Burnley,2,1,1,2,0,0,0,Win
Aston Villa,Bournemouth,1,2,-1,0,1,0,0,Loss
Brighton,West Ham,1,1,0,0,1,0,0,Draw
Everton,Watford,1,0,1,1,0,0,0,Win
Norwich,Newcastle,3,1,2,2,0,0,0,Win
Southampton,Liverpool,1,2,-1,0,1,0,0,Loss
Man City,Tottenham,2,2,0,0,1,0,0,Draw
Sheffield United,Crystal Palace,1,0,1,1,0,0,0,Win
Chelsea,Leicester,1,1,0,1,0,0,0,Draw
Wolves,Man United,1,1,0,1,0,0,0,Draw
Aston Villa,Everton,2,0,2,2,0,0,0,Win
Norwich,Chelsea,2,3,-1,0,1,0,0,Loss
Brighton,Southampton,0,2,-2,0,2,0,0,Loss
Man United,Crystal Palace,1,2,-1,0,3,0,1,Loss
Sheffield United,Leicester,1,2,-1,0,4,0,1,Loss
Watford,West Ham,1,3,-2,0,5,0,1,Loss
Liverpool,Arsenal,3,1,2,1,0,0,0,Win
Bournemouth,Man City,1,3,-2,0,1,0,0,Loss
Tottenham,Newcastle,0,1,-1,0,2,0,0,Loss
Wolves,Burnley,1,1,0,0,2,0,0,Draw
Southampton,Man United,1,1,0,0,2,0,0,Draw
Chelsea,Sheffield United,2,2,0,0,2,0,0,Draw
Crystal Palace,Aston Villa,1,0,1,1,0,0,0,Win
Leicester,Bournemouth,3,1,2,2,0,0,0,Win
Man City,Brighton,4,0,4,3,0,1,0,Win
Newcastle,Watford,1,1,0,3,0,1,0,Draw
West Ham,Norwich,2,0,2,4,0,1,0,Win
